Long,Lat,Location,Climate ID,Province,Temp,Snow,Precip,year
-116.345,51.443,YOHO PARK,11790J1,BC,-8.2,,122.7,2016
-136.367,59.45,PLEASANT CAMP,1206197,BC,-3.6,178.6,220.6,2016
-133.7,59.567,ATLIN,1200560,BC,-5.5,22.0,22.1,2016
-122.573,58.841,FORT NELSON UA,1192950,BC,-16.1,7.2,7.2,2016
-122.574,58.841,FORT NELSON,1192948,BC,-17.0,,8.7,2016
-122.597,58.836,FORT NELSON A,1192946,BC,-17.5,12.2,11.8,2016
-130.031,58.422,DEASE LAKE A,1192341,BC,-12.6,,3.4,2016
-122.718,57.25,SIKANNI CHIEF,1187335,BC,-9.1,13.2,13.2,2016
-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-12.6,,9.9,2016
-123.133,55.299,MACKENZIE,1184791,BC,-7.3,,0.0,2016
-120.74,56.238,FORT ST. JOHN A,1183001,BC,-10.3,16.8,15.0,2016
-120.183,55.742,DAWSON CREEK A,1182289,BC,-10.7,,14.1,2016
-121.627,55.687,CHETWYND A,1181508,BC,-8.3,43.2,24.0,2016
-121.017,56.298,CHARLIE LAKE,11814FR,BC,-9.9,13.0,13.0,2016
-123.138,55.305,MACKENZIE AIRPORT AUTO,1184793,BC,-6.8,,48.9,2016
-116.337,51.356,YOHO NP OHARA LAKE,117R00H,BC,-5.0,11.0,11.0,2016
-124.497,49.835,POWELL RIVER,1046392,BC,1.8,,55.7,2017
-123.715,49.458,SECHELT AUT,1047172,BC,2.3,,82.3,2017
-123.161,49.783,SQUAMISH AIRPORT,10476F0,BC,-0.4,,228.1,2017
-122.955,50.129,WHISTLER,1048898,BC,-6.2,34.0,73.2,2017
-131.016,51.936,CAPE ST JAMES,1051351,BC,5.6,,,2017
-133.058,54.255,LANGARA ISLAND RCS,1054503,BC,4.3,,135.5,2017
-133.058,54.255,LANGARA,1054500,BC,4.5,1.4,132.6,2017
-131.661,54.159,ROSE SPIT (AUT),1056869,BC,3.9,,,2017
-131.813,53.254,SANDSPIT A,1057050,BC,3.8,8.0,117.2,2017
-131.813,53.249,SANDSPIT AIRPORT AUTO,1057051,BC,2.5,,33.5,2017
-124.5,49.834,POWELL RIVER A,1046391,BC,1.5,11.6,69.8,2017
-132.772,53.316,KINDAKUN ROCKS (AUT),1054222,BC,5.8,,134.8,2017
-123.496,49.526,PORT MELLON,1046332,BC,1.8,,341.1,2017
-125.773,49.082,TOFINO A,1038205,BC,4.0,0.0,227.2,2017
-123.299,49.488,HOWE SOUND - PAM ROCKS,10459NN,BC,3.8,,109.0,2017
-123.913,49.468,MERRY ISLAND LIGHTSTATION,1045100,BC,4.2,0.0,66.6,2017
-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,3.2,0.0,114.0,2017
-123.402,49.36,BOWEN ISLAND SUNSET PARK,104091B,BC,,2.0,164.2,2017
-126.779,50.053,ZEBALLOS MURAUDE CREEK,1039035,BC,3.0,1.0,484.3,2017
-125.527,48.945,UCLUELET KENNEDY CAMP,1038332,BC,3.9,0.0,188.4,2017
-131.814,53.254,SANDSPIT,1057052,BC,3.6,,31.4,2017
-126.654,49.932,TAHSIS VILLAGE NORTH,1037899,BC,2.8,,345.8,2017
-127.94,50.112,SOLANDER ISLAND (AUT),1037553,BC,5.7,,248.0,2017
-128.908,50.821,SARTINE ISLAND (AUT),1037090,BC,5.5,,313.4,2017
-124.927,49.317,PORT ALBERNI (AUT),1036B06,BC,-1.0,,116.4,2017
-128.033,50.441,QUATSINO LIGHTSTATION,1036572,BC,4.2,2.2,36.2,2017
-124.032,49.634,PENDER HARBOUR,1046115,BC,,0.4,61.1,2017
-132.299,53.764,SEWALL MASSET INLET,105PA91,BC,2.7,5.0,36.4,2017
-131.602,53.03,CUMSHEWA ISLAND,1062251,BC,5.1,,144.8,2017
-128.157,52.185,BELLA BELLA,1060815,BC,2.5,,224.5,2017
-127.183,54.825,SMITHERS,1077499,BC,-7.4,,44.7,2017
-129.03,55.238,NASS CAMP,1075384,BC,-4.8,22.6,88.0,2017
-126.668,54.396,HOUSTON,1073615,BC,-7.6,0.0,0.0,2017
-126.277,54.199,EQUITY SILVER,1072692,BC,-8.3,51.6,51.6,2017
-128.682,54.044,KITIMAT HATCHERY,106D289,BC,-1.6,34.0,292.7,2017
-130.88,54.295,TRIPLE ISLAND,1068250,BC,4.6,0.0,78.6,2017
-128.578,54.469,TERRACE A,1068134,BC,-3.2,12.0,180.9,2017
-128.625,54.502,TERRACE PCC,1068131,BC,-2.5,9.0,142.9,2017
-130.29,54.32,PRINCE RUPERT MONT CIRC,1066488,BC,,2.0,112.6,2017
-130.445,54.286,PRINCE RUPERT,1066482,BC,2.2,,90.3,2017
-128.719,52.262,MCINNES ISLAND,1065010,BC,4.2,3.0,275.8,2017
-130.609,54.296,LUCY ISLAND LIGHTSTATION,1064728,BC,4.5,,,2017
-128.634,54.054,KITIMAT TOWNSITE,1064320,BC,-2.7,25.2,323.5,2017
-127.943,53.563,KEMANO,1064020,BC,,0.0,12.0,2017
-128.407,52.27,IVORY ISLAND,1063690,BC,4.6,7.4,265.0,2017
-130.361,54.172,HOLLAND ROCK,1063496,BC,4.1,,168.8,2017
-127.632,50.94,HERBERT ISLAND (AUT),1063461,BC,5.6,,68.6,2017
-130.698,54.58,GREY ISLET (AUT),1063303,BC,4.4,,66.6,2017
-130.708,54.569,GREEN ISLAND,1063298,BC,3.7,8.0,81.9,2017
-128.112,52.185,DRYAD POINT,1062544,BC,4.9,0.6,197.0,2017
-127.653,50.534,QUATSINO,1036570,BC,3.5,0.0,265.2,2017
-127.471,52.187,CATHEDRAL POINT (AUT),1061458,BC,2.9,,239.8,2017
-130.639,53.493,BONILLA ISLAND (AUT),1060R0K,BC,4.2,,65.6,2017
-130.638,53.493,BONILLA ISLAND,1060902,BC,4.7,11.6,230.4,2017
-128.524,52.643,BOAT BLUFF,1060901,BC,4.1,27.2,682.8,2017
-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,-1.4,,167.3,2017
-126.596,52.388,BELLA COOLA A,1060841,BC,-0.4,32.4,134.4,2017
-127.864,51.604,ADDENBROKE ISLAND,1060080,BC,4.6,0.0,340.2,2017
-124.752,49.202,PORT ALBERNI COX LAKE,1036208,BC,1.7,0.0,5.0,2017
-124.982,49.337,ALBERNI ROBERTSON CREEK,1030230,BC,0.2,52.0,183.9,2017
-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,5.2,0.0,232.6,2017
-123.443,48.476,VICTORIA FRANCIS PARK,1018605,BC,,1.0,53.4,2017
-123.305,48.457,VICTORIA UNIVERSITY CS,1018598,BC,3.4,,29.8,2017
-123.921,48.377,SHERINGHAM POINT,1017254,BC,4.7,,67.4,2017
-123.626,48.647,SHAWNIGAN LAKE,1017230,BC,1.2,12.0,88.8,2017
-123.045,48.784,SATURNA ISLAND CS,1017101,BC,4.6,,35.0,2017
-123.128,48.775,SATURNA CAPMON CS,1017099,BC,2.2,,47.9,2017
-123.128,48.775,SATURNA CAPMON,1017098,BC,2.3,0.0,46.8,2017
-123.427,48.598,SAANICHTON MT NEWTON,1016RM0,BC,,1.0,56.0,2017
-123.546,48.888,SALTSPRING ST MARY'S L,1016995,BC,2.5,1.2,114.2,2017
-123.419,48.622,SAANICHTON CDA,1016940,BC,2.9,0.0,59.0,2017
-123.531,48.298,RACE ROCKS,1016640,BC,4.8,,,2017
-123.287,48.764,NORTH PENDER ISLAND,1015638,BC,3.2,0.0,57.8,2017
-123.719,48.824,NORTH COWICHAN,1015630,BC,1.8,,106.8,2017
-123.718,48.824,NORTH COWICHAN,1015628,BC,,3.4,89.4,2017
-123.561,48.374,METCHOSIN,1015105,BC,,0.0,76.0,2017
-123.53,48.575,MALAHAT,1014820,BC,1.1,,59.8,2017
-123.573,48.985,GALIANO NORTH,10130MN,BC,3.4,1.0,77.2,2017
-123.439,48.432,ESQUIMALT HARBOUR,1012710,BC,3.9,,37.8,2017
-123.226,48.425,DISCOVERY ISLAND,1012475,BC,,,,2017
-124.052,48.829,LAKE COWICHAN,1012055,BC,-0.3,5.8,198.2,2017
-118.425,51.63,GOLDSTREAM RIVER,1173242,BC,-8.9,80.0,80.0,2017
-118.585,52.053,MICA DAM,1175122,BC,-7.9,105.6,109.6,2017
-118.183,50.967,REVELSTOKE A,1176745,BC,-7.1,,14.0,2017
-118.176,50.958,REVELSTOKE AIRPORT AUTO,1176755,BC,-6.3,,34.7,2017
-116.345,51.443,YOHO PARK,11790J1,BC,-13.9,,38.7,2017
-116.541,51.433,YOHO NP EMERALD LAKE,117R00G,BC,,68.6,68.6,2017
-121.017,56.298,CHARLIE LAKE,11814FR,BC,-13.9,0.0,0.0,2017
-123.325,48.413,VICTORIA GONZALES CS,1018611,BC,3.9,,23.2,2017
-123.501,48.538,VICTORIA HIGHLANDS NORTH,1018618,BC,1.1,6.0,76.0,2017
-123.426,48.647,VICTORIA INTL A,1018621,BC,2.5,1.0,51.7,2017
-123.539,48.34,WILLIAM HEAD,1018935,BC,5.1,0.0,46.6,2017
-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,0.8,26.0,332.5,2017
-125.923,49.111,LENNARD ISLAND,1034600,BC,5.3,0.0,237.2,2017
-126.543,49.383,ESTEVAN POINT CS,1032731,BC,4.9,,253.2,2017
-126.543,49.383,ESTEVAN POINT,1032730,BC,5.2,0.0,269.2,2017
-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,5.0,0.0,153.0,2017
-127.183,54.825,SMITHERS A,1077500,BC,-6.7,14.4,32.8,2017
-123.809,49.209,ENTRANCE ISLAND,102BFHH,BC,5.0,0.0,47.2,2017
-124.435,49.487,SISTERS ISLAND,1027403,BC,5.1,,,2017
-125.304,50.016,QUINSAM RIVER HATCHERY,1026639,BC,1.4,6.4,60.4,2017
-124.617,49.394,QUALICUM R FISH RESEARCH,1026565,BC,2.3,0.0,98.7,2017
-124.394,49.337,QUALICUM BEACH AIRPORT,1026562,BC,2.2,,43.9,2017
-127.367,50.681,PORT HARDY A,1026271,BC,3.0,0.0,179.2,2017
-127.728,50.976,PINE ISLAND,1026170,BC,5.5,0.0,258.6,2017
-125.097,48.723,PACHENA POINT,1035940,BC,4.3,0.4,123.4,2017
-123.988,49.199,NANAIMO CITY YARD,10253G0,BC,,0.4,74.5,2017
-124.512,49.353,LITTLE QUALICUM HATCHERY,1024638,BC,0.8,0.0,63.6,2017
-125.203,50.099,HERIOT BAY SE,1023462,BC,2.8,3.0,81.2,2017
-123.734,49.154,GABRIOLA ISLAND,1023042,BC,2.6,0.0,60.0,2017
-125.993,50.454,FANNY ISLAND,1022795,BC,3.8,,158.8,2017
-123.811,49.209,ENTRANCE ISLAND,1022689,BC,4.5,,36.0,2017
-125.033,49.686,COURTENAY PUNTLEDGE,1021989,BC,1.1,7.0,103.6,2017
-124.999,49.763,COURTENAY GRANTHAM,1021988,BC,2.0,4.0,69.0,2017
-124.949,50.071,CORTES ISLAND TIBER BAY,1021960,BC,2.3,2.0,46.8,2017
-124.9,49.717,COMOX A,1021830,BC,2.9,4.0,61.8,2017
-124.683,49.472,CHROME ISLAND,1021500,BC,4.4,2.0,112.2,2017
-125.195,49.998,CAPE MUDGE,1021330,BC,3.7,11.6,70.2,2017
-125.273,49.952,CAMPBELL RIVER A,1021261,BC,0.7,15.8,84.6,2017
-124.16,49.35,BALLENAS ISLAND,1020590,BC,4.4,,29.2,2017
-123.87,49.054,NANAIMO A,1025369,BC,1.8,4.0,67.4,2017
-127.189,54.824,SMITHERS AIRPORT AUTO,1077501,BC,-7.0,,53.3,2017
-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-8.8,,15.7,2017
-125.997,53.772,OOTSA LAKESKINS LAKE CLIMATE,1085836,BC,-7.6,,28.1,2017
-115.789,49.618,CRANBROOK AIRPORT AUTO,1152106,BC,-10.7,,15.8,2017
-115.782,49.612,CRANBROOK A,1152105,BC,-11.1,19.5,16.8,2017
-115.221,49.226,BAYNES LAKE KOOTENAY RIVER,1150690,BC,-9.5,9.2,9.2,2017
-117.399,49.512,NELSON RIXEN CREEK,114EMDM,BC,-4.8,38.6,38.6,2017
-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,-4.3,,27.7,2017
-117.739,49.112,WARFIELD RCS,1148705,BC,-4.8,,54.3,2017
-117.305,49.491,NELSON CS,1145M29,BC,-3.1,,36.2,2017
-117.37,49.996,NEW DENVER,1145460,BC,-4.4,20.4,41.4,2017
-117.206,49.586,NELSON NE,1145442,BC,-4.2,31.0,34.8,2017
-117.817,50.269,NAKUSP CS,1145297,BC,-4.4,,,2017
-116.458,49.032,LISTER,1144635,BC,-5.5,26.5,29.2,2017
-116.921,49.913,KASLO,1143900,BC,-5.1,35.6,43.0,2017
-118.068,49.872,FAUQUIER,1142820,BC,-4.4,23.0,36.0,2017
-116.972,50.239,DUNCAN LAKE DAM,1142574,BC,-6.6,44.6,50.6,2017
-116.518,49.097,CRESTON,1142160,BC,-4.6,32.0,42.0,2017
-117.774,49.343,CASTLEGAR BCHPA DAM,1141457,BC,-3.3,12.0,35.8,2017
-117.633,49.296,CASTLEGAR A,1141455,BC,-4.7,40.0,52.2,2017
-118.228,49.017,BILLINGS,1140876,BC,-8.1,6.2,12.2,2017
-118.772,49.004,MIDWAY,1135126,BC,-7.9,17.2,19.6,2017
-119.649,49.563,SUMMERLAND CS,112G8L1,BC,-4.7,,9.2,2017
-120.51,49.465,PRINCETON CS,112FN0M,BC,-10.5,,13.0,2017
-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-9.4,46.8,46.8,2017
-119.271,50.344,VERNON NORTH,1128583,BC,-5.7,20.2,21.0,2017
-119.194,50.223,VERNON AUTO,1128582,BC,-6.9,,15.3,2017
-119.31,50.264,VERNON BELLA VISTA,1128553,BC,-6.0,13.5,13.5,2017
-120.513,49.468,PRINCETON A,1126510,BC,-9.9,8.0,6.6,2017
-119.602,49.463,PENTICTON A,1126146,BC,-4.3,6.5,15.5,2017
-115.073,49.489,FERNIE,1152850,BC,-9.4,23.0,43.0,2017
-119.717,49.783,PEACHLAND,1126070,BC,-3.6,9.0,13.6,2017
-114.855,50.149,FORDING RIVER COMINCO,1152899,BC,,13.0,13.0,2017
-115.962,49.632,KIMBERLEY PCC,1154203,BC,-8.2,0.8,0.8,2017
-121.627,55.687,CHETWYND A,1181508,BC,-7.0,37.0,14.4,2017
-116.982,51.299,GOLDEN A,1173210,BC,-11.9,37.8,29.6,2017
-119.918,50.902,SUN PEAKS UPPER,116QK0M,BC,-11.1,35.0,35.0,2017
-119.883,50.887,SUN PEAKS LOWER,116Q20D,BC,-9.2,41.0,41.0,2017
-119.291,50.703,SALMON ARM CS,116FRMN,BC,-6.5,,18.3,2017
-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,-6.5,14.6,15.8,2017
-119.778,51.576,VAVENBY,1168520,BC,-8.0,14.8,20.8,2017
-119.911,50.903,SUN PEAKS MOUNTAIN,1168204,BC,-10.4,39.0,39.0,2017
-119.35,50.545,SILVER CREEK,1167337,BC,-7.0,20.6,21.0,2017
-119.234,50.686,SALMON ARM A,1166R45,BC,-7.1,30.5,30.5,2017
-120.8,50.935,RED LAKE,1166658,BC,-7.9,26.6,26.6,2017
-121.217,51.681,100 MILE HOUSE 6NE,1165793,BC,-9.2,14.4,14.6,2017
-120.442,50.702,KAMLOOPS AUT,1163842,BC,-5.7,,16.1,2017
-120.449,50.703,KAMLOOPS A,1163781,BC,-5.9,11.8,10.4,2017
-120.183,51.292,DARFIELD,1162265,BC,-6.8,24.0,29.8,2017
-120.728,51.03,CRISS CREEK,1162177,BC,-9.3,18.6,18.6,2017
-121.505,51.144,CLINTON RCS,1161663,BC,-9.1,,15.4,2017
-121.685,51.266,CLINTON A,1161662,BC,-10.2,,1.5,2017
-120.082,51.653,CLEARWATER AUTO,1161650,BC,-7.6,,19.8,2017
-119.29,52.129,BLUE RIVER CS,1160H99,BC,-10.8,,61.8,2017
-119.29,52.129,BLUE RIVER A,1160899,BC,-10.7,64.6,56.6,2017
-121.281,50.708,ASHCROFT,1160515,BC,-5.7,,12.8,2017
-115.631,49.807,WASA,1158730,BC,-10.1,15.8,15.8,2017
-115.46,49.473,WARDNER KTNY HATCHERY,1158692,BC,-4.4,0.0,0.0,2017
-114.884,49.745,SPARWOOD CS,1157631,BC,-11.2,,,2017
-114.883,49.745,SPARWOOD,1157630,BC,-11.0,22.4,12.6,2017
-116.061,50.631,KOOTENAY NP WEST GATE,1154410,BC,-10.9,18.8,20.0,2017
-115.461,49.524,FT STEELE DANDY CRK,1153034,BC,-12.5,15.6,15.6,2017
-127.171,55.289,SUSKWA VALLEY,107G879,BC,-8.2,10.2,38.4,2017
-119.441,49.028,OSOYOOS CS,1125852,BC,-4.5,,25.4,2017
-119.445,50.056,OKANAGAN CENTRE,1125700,BC,-3.5,22.0,28.6,2017
-121.579,49.356,LAIDLAW,1104488,BC,-0.2,0.0,89.6,2017
-122.573,49.264,HANEY UBC RF ADMIN,1103332,BC,0.8,0.0,160.2,2017
-122.551,49.145,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,1.2,0.0,115.6,2017
-123.093,49.011,DELTA TSAWWASSEN BEACH,1102425,BC,2.1,0.0,65.0,2017
-123.002,49.126,DELTA BURNS BOG,1102415,BC,1.1,,79.3,2017
-122.698,49.109,CLOVERDALE EAST,1101708,BC,-0.8,0.0,0.0,2017
-123.111,50.144,CALLAGHAN VALLEY,1101300,BC,-3.8,,226.0,2017
-122.936,50.102,BLACKCOMB BASE SLIDING CENTER,1100881,BC,-3.9,,90.9,2017
-122.955,50.129,WHISTLER - NESTERS,1100875,BC,-4.0,,111.2,2017
-121.76,49.243,AGASSIZ CDA,1100120,BC,0.3,21.0,116.5,2017
-121.76,49.243,AGASSIZ RCS,1100119,BC,0.9,,96.3,2017
-122.36,49.025,ABBOTSFORD A,1100031,BC,1.2,4.1,111.5,2017
-121.263,51.623,108 MILE HOUSE ABEL LAKE,109E7R6,BC,-7.0,21.0,21.0,2017
-124.017,54.033,VANDERHOOF,1098D90,BC,-8.5,15.6,37.2,2017
-122.054,52.183,WILLIAMS LAKE A,1098941,BC,-7.5,8.6,11.8,2017
-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-9.1,15.6,16.2,2017
-122.506,53.027,QUESNEL AIRPORT AUTO,1096631,BC,-7.1,,12.9,2017
-122.51,53.026,QUESNEL,1096629,BC,-6.9,,10.9,2017
-122.768,53.88,PRINCE GEORGE STP,1096468,BC,-6.6,15.6,35.7,2017
-116.984,51.3,GOLDEN AIRPORT,1173220,BC,-12.1,,31.5,2017
-122.678,53.884,PRINCE GEORGE,1096439,BC,-8.5,,19.4,2017
-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-9.3,26.6,26.6,2017
-124.286,54.455,FORT ST JAMES,1092970,BC,-10.3,5.0,14.2,2017
-125.959,54.383,BURNS LAKE DECKER LAKE,1091174,BC,-9.7,,20.7,2017
-124.403,51.675,TATLAYOKO LAKE RCS,1088015,BC,-6.8,,23.8,2017
-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-12.6,,6.0,2017
-122.734,50.306,PEMBERTON AIRPORT CS,1086082,BC,-5.1,,85.1,2017
-122.271,49.153,MISSION WEST ABBEY,1105192,BC,1.2,0.0,139.2,2017
-119.545,49.179,OLIVER STP,1125766,BC,-5.3,,,2017
-123.078,49.182,RICHMOND OPERATIONS CENTRE,1105210,BC,,,105.8,2017
-123.115,49.315,N VANCOUVER WHARVES,1105669,BC,,0.0,142.0,2017
-120.801,50.114,MERRITT STP,1125079,BC,-7.5,15.8,16.8,2017
-120.778,50.113,MERRITT,1125073,BC,-8.4,,9.6,2017
-119.4,49.95,KELOWNA MWS0,11239R0,BC,-6.5,9.2,7.0,2017
-119.4,49.941,KELOWNA UBCO,1123996,BC,-5.4,,9.3,2017
-119.378,49.957,KELOWNA,1123939,BC,-6.8,,2.8,2017
-120.333,49.673,JELLICOE,1123721,BC,-8.2,19.0,19.0,2017
-120.069,49.364,HEDLEY N,1123370,BC,-6.6,5.8,6.4,2017
-121.582,50.224,LYTTON RCS,1114746,BC,-3.7,,47.1,2017
-121.582,50.224,LYTTON A,1114738,BC,-5.3,,36.6,2017
-121.934,50.684,LILLOOET,1114619,BC,-4.0,,,2017
-121.233,49.267,HOPE SLIDE,1113581,BC,-4.7,21.0,56.8,2017
-121.493,49.37,HOPE AIRPORT,1113543,BC,-0.9,,88.3,2017
-121.498,49.368,HOPE A,1113542,BC,-0.9,,77.1,2017
-122.967,49.438,N VAN SEYMOUR HATCHERY,110N666,BC,-1.1,13.0,157.2,2017
-122.784,49.018,WHITE ROCK CAMPBELL SCIENTIFIC,1108910,BC,3.0,,86.2,2017
-122.947,50.068,WHISTLER ROUNDHOUSE,1108906,BC,-7.4,132.0,162.0,2017
-123.193,49.347,WEST VANCOUVER AUT,1108824,BC,2.8,,165.2,2017
-123.122,49.295,VANCOUVER HARBOUR CS,1108446,BC,3.7,,129.3,2017
-123.184,49.195,VANCOUVER INTL A,1108395,BC,1.9,0.0,98.8,2017
-123.187,49.183,VANCOUVER SEA ISLAND CCG,1108380,BC,2.2,,90.0,2017
-122.11,49.113,SUMAS CANAL,1107785,BC,0.1,6.0,99.8,2017
-123.303,49.106,SANDHEADS CS,1107010,BC,3.7,,,2017
-123.093,49.171,RICHMOND NATURE PARK,1106PF7,BC,1.4,0.0,98.2,2017
-122.881,49.279,PORT MOODY GLENAYRE,1106CL2,BC,1.4,0.0,121.6,2017
-123.087,49.179,RICHMOND DALLYN 2,1106764,BC,,0.0,104.8,2017
-123.265,49.33,POINT ATKINSON,1106200,BC,4.0,,94.8,2017
-122.69,49.208,PITT MEADOWS CS,1106178,BC,1.1,,137.0,2017
-123.078,49.381,N VANC GROUSE MTN RESORT,1105658,BC,-1.3,6.0,172.0,2017
-120.183,55.742,DAWSON CREEK A,1182289,BC,-5.9,,4.6,2017
-122.672,53.889,PRINCE GEORGE AIRPORT AUTO,1096453,BC,-8.1,,44.6,2017
-123.133,55.299,MACKENZIE,1184791,BC,-9.4,,34.0,2017
-120.74,56.238,FORT ST. JOHN A,1183001,BC,-7.8,29.0,30.3,2017
-124.133,48.824,COWICHAN LAKE FORESTRY,1012040,BC,-1.7,0.0,0.0,2017
-136.367,59.45,PLEASANT CAMP,1206197,BC,-5.3,124.0,244.2,2017
-133.7,59.567,ATLIN,1200560,BC,-10.3,13.0,13.0,2017
-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-13.8,,19.1,2017
-123.742,48.935,CHEMAINUS,1011500,BC,2.9,4.4,104.8,2017
-122.574,58.841,FORT NELSON,1192948,BC,-12.3,,17.9,2017
-122.597,58.836,FORT NELSON A,1192946,BC,-12.6,25.5,23.6,2017
-130.031,58.422,DEASE LAKE A,1192341,BC,-14.6,,4.5,2017
-123.138,55.305,MACKENZIE AIRPORT AUTO,1184793,BC,-8.5,,27.6,2017
-122.573,58.841,FORT NELSON UA,1192950,BC,-12.4,21.0,21.0,2017
-131.814,53.254,SANDSPIT,1057052,BC,5.8,,145.4,2018
-127.864,51.604,ADDENBROKE ISLAND,1060080,BC,5.7,1.0,316.2,2018
-128.157,52.185,BELLA BELLA,1060815,BC,4.0,,301.2,2018
-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,0.5,,78.8,2018
-128.524,52.643,BOAT BLUFF,1060901,BC,4.7,14.0,504.2,2018
-130.639,53.493,BONILLA ISLAND (AUT),1060R0K,BC,5.9,,118.2,2018
-127.471,52.187,CATHEDRAL POINT (AUT),1061458,BC,3.3,,140.0,2018
-131.602,53.03,CUMSHEWA ISLAND,1062251,BC,6.1,,50.6,2018
-128.112,52.185,DRYAD POINT,1062544,BC,5.3,1.0,249.8,2018
-127.835,51.247,EGG ISLAND,1062646,BC,6.0,0.0,231.0,2018
-130.638,53.493,BONILLA ISLAND,1060902,BC,6.1,0.8,232.6,2018
-131.813,53.249,SANDSPIT AIRPORT AUTO,1057051,BC,4.9,,181.8,2018
-132.772,53.316,KINDAKUN ROCKS (AUT),1054222,BC,6.5,,119.8,2018
-133.058,54.255,LANGARA,1054500,BC,4.7,5.0,155.0,2018
-131.016,51.936,CAPE ST JAMES,1051351,BC,5.9,,,2018
-122.955,50.129,WHISTLER,1048898,BC,-0.9,141.8,225.6,2018
-123.161,49.783,SQUAMISH AIRPORT,10476F0,BC,2.9,,481.3,2018
-123.715,49.458,SECHELT AUT,1047172,BC,5.2,,206.3,2018
-124.497,49.835,POWELL RIVER,1046392,BC,4.1,,,2018
-124.5,49.834,POWELL RIVER A,1046391,BC,4.1,8.4,293.1,2018
-123.496,49.526,PORT MELLON,1046332,BC,4.9,,767.7,2018
-124.032,49.634,PENDER HARBOUR,1046115,BC,,0.0,195.5,2018
-123.299,49.488,HOWE SOUND - PAM ROCKS,10459NN,BC,6.0,,192.2,2018
-123.913,49.468,MERRY ISLAND LIGHTSTATION,1045100,BC,6.3,0.0,226.6,2018
-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,5.6,0.0,270.4,2018
-131.661,54.159,ROSE SPIT (AUT),1056869,BC,4.8,,159.8,2018
-130.698,54.58,GREY ISLET (AUT),1063303,BC,4.3,,146.2,2018
-128.407,52.27,IVORY ISLAND,1063690,BC,5.7,0.0,281.4,2018
-130.361,54.172,HOLLAND ROCK,1063496,BC,5.3,,106.2,2018
-122.678,53.884,PRINCE GEORGE,1096439,BC,-4.5,,14.7,2018
-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-4.8,34.6,34.6,2018
-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-8.0,,28.8,2018
-124.286,54.455,FORT ST JAMES,1092970,BC,-8.6,20.0,20.0,2018
-125.959,54.383,BURNS LAKE DECKER LAKE,1091174,BC,-8.8,,36.8,2018
-124.403,51.675,TATLAYOKO LAKE RCS,1088015,BC,-5.6,,59.6,2018
-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-10.2,,26.4,2018
-122.734,50.306,PEMBERTON AIRPORT CS,1086082,BC,-0.4,,157.1,2018
-125.997,53.772,OOTSA LAKESKINS LAKE CLIMATE,1085836,BC,-8.0,,34.7,2018
-127.171,55.289,SUSKWA VALLEY,107G879,BC,-6.3,51.2,53.0,2018
-127.189,54.824,SMITHERS AIRPORT AUTO,1077501,BC,-6.2,,29.4,2018
-127.183,54.825,SMITHERS A,1077500,BC,-5.8,48.8,30.8,2018
-127.632,50.94,HERBERT ISLAND (AUT),1063461,BC,6.6,,134.2,2018
-127.183,54.825,SMITHERS,1077499,BC,-6.8,,16.4,2018
-126.277,54.199,EQUITY SILVER,1072692,BC,-7.6,77.0,77.0,2018
-128.682,54.044,KITIMAT HATCHERY,106D289,BC,0.2,2.0,59.0,2018
-130.88,54.295,TRIPLE ISLAND,1068250,BC,5.5,0.0,126.0,2018
-128.578,54.469,TERRACE A,1068134,BC,-2.3,112.7,137.3,2018
-128.625,54.502,TERRACE PCC,1068131,BC,-0.9,73.0,131.2,2018
-130.29,54.32,PRINCE RUPERT MONT CIRC,1066488,BC,,0.0,106.6,2018
-130.445,54.286,PRINCE RUPERT,1066482,BC,3.8,,117.3,2018
-128.719,52.262,MCINNES ISLAND,1065010,BC,6.0,0.0,254.5,2018
-130.609,54.296,LUCY ISLAND LIGHTSTATION,1064728,BC,5.1,,,2018
-128.705,54.01,KITIMAT 2,1064321,BC,-0.9,83.0,202.7,2018
-128.634,54.054,KITIMAT TOWNSITE,1064320,BC,-1.9,104.0,202.1,2018
-127.943,53.563,KEMANO,1064020,BC,-0.1,68.4,172.6,2018
