Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-71.691,45.439,SHERBROOKE,7028123,QC,-8.4,1.0,,4.0,1.0,-29.0,1.0,,,,18.9,0.0,,,4.0,,,,791.6,0.0,2021
-73.117,46.033,SOREL,7028200,QC,,,,3.0,0.0,-21.5,0.0,60.5,4.0,,60.5,5.0,,32.0,6.0,,,,,,2021
-72.683,45.067,SUTTON,7028292,QC,,,,4.0,0.0,-24.0,0.0,64.5,0.0,102.0,73.1,0.0,79.0,36.0,14.0,,,,,,2021
-71.35,46.1,THETFORD MINES,7028441,QC,,,,1.9,0.0,-23.6,0.0,40.5,3.0,,40.5,3.0,,30.0,13.0,,,,,,2021
-71.266,46.049,THETFORD MINES RCS,7028442,QC,-9.4,0.0,,1.0,0.0,-26.3,0.0,,,,38.4,0.0,,24.0,8.0,,,,850.1,0.0,2021
-73.367,45.767,VERCHERES,7028700,QC,,,,2.8,0.0,-22.0,0.0,49.5,1.0,,49.5,1.0,,35.0,7.0,,,,,,2021
-70.785,46.205,BEAUCEVILLE,7028754,QC,-8.4,0.0,,1.6,0.0,-26.8,0.0,,,,27.0,0.0,,,8.0,,,,818.0,0.0,2021
-72.167,45.267,LAC MEMPHREMAGOG,702CFGG,QC,-6.4,0.0,,4.5,0.0,-26.9,0.0,,,,,,,,,,,,757.8,0.0,2021
-73.929,45.427,STE-ANNE-DE-BELLEVUE 1,702FHL8,QC,-7.1,0.0,,2.6,0.0,-24.0,0.0,,,,50.9,0.0,,35.0,8.0,,,,777.3,0.0,2021
-74.289,45.121,ST-ANICET 1,702FQLF,QC,-7.2,0.0,,3.2,0.0,-28.4,0.0,,,,50.9,0.0,,,8.0,,,,780.6,0.0,2021
-71.733,45.667,ST CAMILLE WOLFE,702FR30,QC,,,,4.4,0.0,-29.8,0.0,38.0,2.0,,34.0,3.0,,27.0,7.0,,,,,,2021
-73.349,45.294,L'ACADIE,702LED4,QC,-7.6,0.0,,2.2,0.0,-27.3,0.0,,,,43.5,0.0,,30.0,8.0,,,,792.7,0.0,2021
-73.742,45.468,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,702S006,QC,-6.4,0.0,,3.4,0.0,-20.6,0.0,,,,39.5,1.0,,30.0,5.0,,,,757.7,0.0,2021
-75.55,45.55,ANGERS,7030170,QC,,,,1.5,0.0,-23.6,0.0,34.0,2.0,,35.3,2.0,,38.0,9.0,,,,,,2021
-74.617,45.95,ARUNDEL,7030310,QC,,,,2.5,0.0,-31.0,0.0,48.4,0.0,89.0,10.4,20.0,,38.0,2.0,,,,,,2021
-76.433,45.683,CHARTERIS,7031315,QC,,,,3.0,0.0,-25.5,0.0,25.6,2.0,,25.6,2.0,,22.0,7.0,,,,,,2021
-75.783,45.517,CHELSEA,7031360,QC,,,,1.6,0.0,-23.7,0.0,52.6,0.0,110.0,55.2,0.0,78.0,30.0,9.0,,,,,,2021
-75.083,45.9,CHENEVILLE,7031375,QC,,,,2.0,0.0,-24.4,0.0,64.0,0.0,127.0,65.2,0.0,90.0,59.0,8.0,,,,,,2021
-75.564,45.522,OTTAWA GATINEAU A,7032685,QC,-7.9,0.0,,1.4,0.0,-25.7,0.0,,,,,,,,,,,,803.7,0.0,2021
-75.648,45.839,HIGH FALLS,7033121,QC,-8.0,0.0,,1.6,0.0,-24.5,0.0,,,,44.7,0.0,,,7.0,,,,807.1,0.0,2021
-74.333,45.65,LACHUTE,7033650,QC,,,,3.0,0.0,-26.0,0.0,68.0,0.0,122.0,68.0,0.0,75.0,45.0,8.0,,,,,,2021
-74.767,46.367,LA MACAZA,7033939,QC,,,,4.0,0.0,-32.0,0.0,56.0,0.0,112.0,56.0,0.0,81.0,42.0,10.0,,,,,,2021
-76.05,45.533,LUSKVILLE,7034365,QC,,,,2.8,0.0,-25.3,0.0,30.5,0.0,57.0,31.7,0.0,42.0,11.0,11.0,,,,,,2021
-75.992,46.275,MANIWAKI AIRPORT,7034482,QC,-8.7,0.0,,2.6,0.0,-23.7,0.0,,,,28.8,0.0,,29.0,4.0,,,,826.7,0.0,2021
-74.039,45.681,MONTREAL MIRABEL INTL A,7034900,QC,-8.2,1.0,,0.6,1.0,-24.8,1.0,,,,,,,,,,,,785.6,0.0,2021
-74.983,45.8,NOTRE DAME DE LA PAIX,7035666,QC,,,,2.4,0.0,-29.2,0.0,36.0,1.0,,36.0,1.0,,51.0,5.0,,,,,,2021
-75.333,46.85,STE ANNE DU LAC,7036855,QC,,,,2.6,0.0,-27.3,0.0,21.0,1.0,,21.0,1.0,,40.0,3.0,,,,,,2021
-74.0,45.983,ST HIPPOLYTE,7037310,QC,,,,1.4,0.0,-29.2,0.0,,,,,,,,,,,,,,2021
-74.05,45.8,ST JEROME,7037400,QC,,,,3.0,0.0,-25.0,1.0,23.0,6.0,,25.7,6.0,,38.0,7.0,,,,,,2021
-76.05,46.067,WRIGHT,7038975,QC,,,,2.3,0.0,-26.4,0.0,28.4,0.0,60.0,28.4,0.0,48.0,23.0,7.0,,,,,,2021
-74.556,46.08,ST-JOVITE,703GDKB,QC,-8.8,0.0,,3.5,0.0,-30.1,0.0,,,,34.0,0.0,,,6.0,,,,831.0,0.0,2021
-68.2,49.133,BAIE-COMEAU A,7040442,QC,-7.5,0.0,,2.8,0.0,-27.4,0.0,,,,16.2,0.0,,11.0,4.0,,,,790.6,0.0,2021
-68.204,49.133,BAIE-COMEAU,7040444,QC,-7.3,0.0,,3.0,0.0,-26.2,0.0,,,,13.0,0.0,,,2.0,,,,784.6,0.0,2021
-57.186,51.442,LOURDES DE BLANC SABLON A,7040815,QC,-5.1,2.0,,5.0,2.0,-17.1,2.0,50.6,0.0,,63.5,0.0,,33.0,9.0,,,,670.3,0.0,2021
-57.186,51.442,LOURDES DE BLANC SABLON A,7040816,QC,-4.9,1.0,,5.0,1.0,-17.1,1.0,,,,,,,,,,,,687.4,0.0,2021
-60.062,50.163,CAPE WHITTLE,7041100,QC,-6.8,21.0,,0.0,21.0,-14.5,21.0,,,,,,,,,,,,248.4,0.0,2021
-70.535,48.374,CAP-ROUGE,7041166,QC,-7.5,0.0,,0.9,0.0,-20.2,0.0,,,,,,,,,,,,789.8,0.0,2021
-70.638,47.284,CHARLEVOIX (MRC),7041312,QC,-10.7,0.0,,-2.2,0.0,-27.4,0.0,,,,,,,53.0,,,,,889.3,0.0,2021
-71.033,46.967,CHATEAU RICHER,7041330,QC,,,,1.8,0.0,-25.5,0.0,,,,,,,,,,,,,,2021
-59.639,50.465,CHEVERY,7041382,QC,-6.4,0.0,,3.6,0.0,-19.8,0.0,,,,40.4,0.0,,8.0,6.0,,,,755.7,0.0,2021
-70.781,47.079,CAP-TOURMENTE,7041JG6,QC,-7.0,0.0,,2.0,0.0,-23.1,0.0,,,,23.9,1.0,,,5.0,,,,775.1,0.0,2021
-71.148,47.323,FORET MONTMORENCY RCS,7042395,QC,-11.2,0.0,,1.5,0.0,-30.4,0.0,,,,39.2,0.0,,30.0,8.0,,,,906.2,0.0,2021
-69.523,48.258,GRANDES-BERGERONNES,7042845,QC,-8.0,0.0,,1.1,0.0,-25.8,0.0,,,,39.2,0.0,,16.0,5.0,,,,807.4,0.0,2021
-63.611,50.282,HAVRE ST. PIERRE,7043019,QC,-7.8,0.0,,2.8,0.0,-20.7,0.0,,,,20.6,2.0,,,4.0,,,,800.1,0.0,2021
-64.207,50.221,ILE AUX PERROQUETS,7043B79,QC,-5.4,1.0,,3.2,1.0,-16.4,1.0,,,,,,,,,,,,701.4,0.0,2021
-69.556,48.069,ILE ROUGE,7043BP9,QC,-5.2,0.0,,1.5,0.0,-14.4,0.0,,,,,,,,,,,,720.0,0.0,2021
-68.383,49.117,LES BUISSONS,7044288,QC,,,,3.0,0.0,-21.5,0.0,26.0,1.0,,26.0,1.0,,41.0,5.0,,,,,,2021
-64.226,50.271,LONGUE-POINTE-DE-MINGAN,7044328,QC,-7.8,0.0,,4.0,0.0,-24.7,0.0,,,,45.3,0.0,,,5.0,,,,799.0,0.0,2021
-70.907,47.073,MONT STE-ANNE,7045326,QC,,,,,,,,79.8,1.0,,96.4,1.0,,70.0,9.0,,,,,,2021
-61.789,50.19,NATASHQUAN A,7045398,QC,-7.8,0.0,,2.7,0.0,-21.2,0.0,,,,14.6,0.0,,,3.0,,,,800.3,0.0,2021
-61.811,50.19,NATASHQUAN AIRPORT,7045401,QC,-7.7,0.0,,2.9,0.0,-21.2,0.0,,,,20.2,0.0,,4.0,5.0,,,,796.9,0.0,2021
-69.716,48.136,POINTE DE L'ISLET,7046059,QC,-5.0,0.0,,1.8,0.0,-17.3,0.0,,,,,,,,,,,,714.2,0.0,2021
-66.266,50.223,SEPT-ILES A,7047911,QC,-8.6,1.0,,2.7,1.0,-26.7,1.0,,,,,,,,,,,,797.5,0.0,2021
-66.25,50.217,SEPT-ILES,7047914,QC,-7.8,0.0,,2.9,0.0,-24.6,0.0,,,,20.6,0.0,,35.0,4.0,,,,800.0,0.0,2021
-63.284,51.867,LAC EON,704C64L,QC,-12.5,3.0,,-2.1,3.0,-35.8,3.0,,,,,,,,,,,,855.2,0.0,2021
-67.381,49.317,POINTE-DES-MONTS,704F0PN,QC,-6.0,0.0,,3.9,0.0,-20.3,0.0,,,,23.9,0.0,,,4.0,,,,743.5,0.0,2021
-64.783,50.283,RIVIERE AU TONNERRE,704FEG0,QC,,,,3.7,0.0,-23.0,0.0,35.1,1.0,,36.5,1.0,,18.0,9.0,,,,,,2021
-68.146,49.259,BAIE-COMEAU,704S001,QC,-7.7,0.0,,1.7,0.0,-22.3,0.0,,,,24.3,0.0,,,7.0,,,,797.9,0.0,2021
-64.317,48.419,CAP-D'ESPOIR,7051050,QC,-4.7,0.0,,2.3,0.0,-16.9,0.0,,,,,,,,,,,,704.0,0.0,2021
-64.2,48.85,CAP DES ROSIERS,7051055,QC,,,,3.0,0.0,-19.4,0.0,6.0,4.0,,6.0,4.0,,,2.0,,,,,,2021
-65.325,49.251,CAP-MADELEINE,7051163,QC,-4.7,0.0,,1.6,0.0,-16.6,0.0,,,,30.4,0.0,,14.0,7.0,,,,704.9,0.0,2021
-67.233,48.367,CAUSAPSCAL,7051200,QC,,,,0.5,0.0,-24.5,0.0,41.4,0.0,74.0,41.4,0.0,61.0,27.0,9.0,,,,,,2021
-67.253,48.309,CAUSAPSCAL AIRPORT,7051201,QC,-8.7,0.0,,0.6,0.0,-30.2,0.0,,,,21.7,0.0,,20.0,5.0,,,,827.0,0.0,2021
-64.48,48.775,GASPE A,7052601,QC,-6.1,0.0,,2.0,0.0,-20.1,0.0,68.4,0.0,,58.2,0.0,,29.0,6.0,,,,746.3,0.0,2021
-64.48,48.775,GASPE A,7052602,QC,-6.1,0.0,,2.0,0.0,-20.1,0.0,,,,,,,,,,,,746.3,0.0,2021
-64.483,48.783,GASPE AIRPORT,7052603,QC,-6.0,0.0,,2.2,0.0,-20.6,0.0,,,,52.5,0.0,,36.0,5.0,,,,743.8,0.0,2021
-61.701,49.085,HEATH POINT,7053038,QC,,,,,,,,,,,19.2,2.0,,,5.0,,,,,,2021
-61.778,47.425,ILES DE LA MADELEINE A,7053254,QC,-2.1,0.0,,3.8,0.0,-10.7,0.0,,,,,,,,,,,,624.6,0.0,2021
-67.567,48.283,LAC HUMQUI,7053649,QC,,,,1.4,0.0,-25.0,0.0,39.8,0.0,49.0,39.8,0.0,39.0,45.0,8.0,,,,,,2021
-61.775,47.425,ILES DE LA MADELEINE,7053KGR,QC,-1.9,0.0,,3.9,0.0,-10.3,0.0,,,,30.4,0.0,,,8.0,,,,618.0,0.0,2021
-70.032,47.356,LA POCATIERE,7054096,QC,-7.5,0.0,,1.0,0.0,-23.3,0.0,,,,29.9,0.0,,14.0,6.0,,,,790.8,0.0,2021
-68.208,48.609,MONT JOLI A,7055121,QC,-6.2,1.0,,0.7,1.0,-16.7,1.0,0.0,12.0,,42.5,0.0,,,5.0,,,,725.5,0.0,2021
-68.195,48.604,MONT-JOLI,7055122,QC,-6.6,0.0,,0.7,0.0,-21.4,0.0,,,,42.6,0.0,,20.0,6.0,,,,762.1,0.0,2021
-65.332,48.012,NEW CARLISLE 1,7055422,QC,-5.5,0.0,,3.2,0.0,-15.9,0.0,,,,41.8,0.0,,,4.0,,,,728.4,0.0,2021
-65.842,48.156,NEW RICHMOND EAST,7055440,QC,-6.4,0.0,,3.1,0.0,-22.5,0.0,,,,20.1,0.0,,20.0,3.0,,,,757.5,0.0,2021
-68.468,48.514,POINTE-AU-PERE (INRS),7056068,QC,-5.9,0.0,,0.9,0.0,-20.0,0.0,,,,59.5,0.0,,,12.0,,,,741.5,0.0,2021
-64.293,49.839,PORT-MENIER,7056202,QC,-7.6,9.0,,2.6,9.0,-20.6,9.0,,,,21.9,9.0,,6.0,3.0,,,,563.1,0.0,2021
-69.549,47.806,RIVIERE-DU-LOUP,7056616,QC,-7.3,0.0,,0.5,0.0,-22.0,0.0,,,,31.4,0.0,,19.0,8.0,,,,785.3,0.0,2021
-69.45,47.8,RIVIERE-DU-LOUP / ST-ANTONIN,7056870,QC,,,,,,,,67.6,0.0,,50.4,0.0,,37.0,9.0,,,,,,2021
-70.217,46.483,ST CAMILLE,7056930,QC,,,,0.9,0.0,-29.0,0.0,62.6,1.0,,62.6,1.0,,45.0,14.0,,,,,,2021
-67.117,48.883,ST JEAN DE CHERBOURG,7057395,QC,,,,1.5,0.0,-21.0,0.0,102.0,2.0,,102.0,2.0,,64.0,10.0,,,,,,2021
-70.017,46.733,STE LUCIE,7057515,QC,,,,0.0,0.0,-33.0,0.0,55.6,0.0,85.0,55.6,0.0,66.0,20.0,13.0,,,,,,2021
-70.883,46.867,SAINT MICHEL,7057567,QC,,,,1.0,0.0,-23.6,0.0,26.0,1.0,,26.0,1.0,,19.0,8.0,,,,,,2021
-68.893,48.416,ILE BICQUETTE,705LKPQ,QC,-4.9,0.0,,1.0,0.0,-16.5,0.0,,,,,,,,,,,,710.3,0.0,2021
-66.654,49.109,CAP-CHAT,705S002,QC,-5.6,0.0,,1.7,0.0,-17.1,0.0,,,,24.4,0.0,,,5.0,,,,732.5,0.0,2021
-71.0,48.333,BAGOTVILLE A,7060400,QC,-10.4,0.0,5.2,-0.7,0.0,-26.8,0.0,34.6,0.0,53.0,20.1,0.0,35.0,29.0,8.0,,,,881.7,0.0,2021
-71.013,50.729,BONNARD 1,7060826,QC,-13.1,3.0,,-3.2,3.0,-40.7,3.0,,,,8.6,3.0,,,3.0,,,,871.5,0.0,2021
-73.356,49.279,CHAMOUCHOUANE,7061288,QC,-11.7,5.0,,-1.4,5.0,-28.0,5.0,,,,,,,,,,,,772.8,0.0,2021
-71.168,49.84,CHUTE-DES-PASSES,7061541,QC,,,,,,,,,,,24.0,0.0,,,6.0,,,,,,2021
-71.143,48.425,JONQUIERE,7063370,QC,-9.6,0.0,,0.3,0.0,-25.8,0.0,,,,17.1,0.0,,,8.0,,,,854.1,0.0,2021
-71.129,48.307,LATERRIERE,7064181,QC,-10.7,0.0,,0.7,0.0,-29.8,0.0,,,,,,,,,,,,889.8,0.0,2021
-71.716,48.598,MISTOOK,7065012,QC,-10.6,1.0,,0.2,1.0,-28.7,0.0,,,,21.5,0.0,,,3.0,,,,858.9,0.0,2021
-72.547,48.842,NORMANDIN,7065639,QC,-11.0,0.0,,-0.1,0.0,-28.2,0.0,,,,21.3,0.0,,25.0,4.0,,,,899.3,0.0,2021
-71.032,48.894,ONATCHIWAY,7065738,QC,-11.4,1.0,,0.7,1.0,-31.4,1.0,,,,17.6,5.0,,,7.0,,,,880.7,0.0,2021
-72.266,48.52,ROBERVAL A,7066686,QC,-10.4,0.0,,-0.6,0.0,-24.1,0.0,34.6,0.0,,41.8,0.0,,12.0,6.0,,,,880.5,0.0,2021
-72.266,48.52,ROBERVAL A,7066687,QC,-10.4,0.0,,-0.6,0.0,-24.1,0.0,,,,,,,,,,,,880.5,0.0,2021
-71.333,48.567,ST AMBROISE,7066820,QC,,,,0.5,0.0,-32.0,0.0,37.2,1.0,,37.2,1.0,,21.0,8.0,,,,,,2021
-72.417,48.617,ST PRIME,7067658,QC,,,,0.0,0.0,-28.6,0.0,28.0,0.0,57.0,28.0,0.0,51.0,10.0,6.0,,,,,,2021
-71.111,51.533,LAC BENOIT,706I001,QC,-14.8,3.0,,-3.4,3.0,-40.6,2.0,,,,9.0,16.0,,,3.0,,,,917.9,0.0,2021
-70.532,50.656,MANOUANE EST,706I155,QC,-13.8,0.0,,-2.6,0.0,-37.7,0.0,,,,,,,,,,,,986.7,0.0,2021
-70.92,48.298,LA BAIE,706Q001,QC,-8.0,15.0,,-0.1,15.0,-25.3,15.0,,,,,,,,,,,,416.6,0.0,2021
-74.624,47.922,PARENT,7075800,QC,-11.5,0.0,,-0.8,0.0,-28.4,0.0,,,,26.0,0.0,,51.0,7.0,,,,914.1,0.0,2021
-73.917,46.683,ST MICHEL DES SAINTS,7077570,QC,,,,2.7,0.0,-29.7,0.0,20.3,3.0,,19.1,4.0,,30.0,5.0,,,,,,2021
-74.094,46.816,SAINT-MICHEL-DES-SAINTS,7077571,QC,-9.8,0.0,,1.3,0.0,-28.8,0.0,,,,40.6,0.0,,42.0,5.0,,,,862.9,0.0,2021
-72.788,47.411,LA TUQUE,707DBD4,QC,-9.8,0.0,,0.8,0.0,-27.5,0.0,,,,21.0,0.0,,21.0,8.0,,,,862.9,0.0,2021
-79.101,46.71,BARRAGE TEMISCAMINGUE,7080468,QC,-7.5,0.0,,1.9,0.0,-23.3,0.0,,,,10.0,0.0,,39.0,2.0,,,,791.8,0.0,2021
-78.733,48.417,MONT BRUN,7085106,QC,,,,0.5,0.0,-28.9,0.0,30.8,0.0,51.0,30.8,0.0,46.0,47.0,9.0,,,,,,2021
-79.034,48.246,ROUYN,7086716,QC,-10.4,0.0,,0.5,0.0,-26.3,0.0,,,,22.6,0.0,,,9.0,,,,879.2,0.0,2021
-78.836,48.206,ROUYN-NORANDA A,7086719,QC,-11.0,0.0,,0.9,0.0,-32.4,0.0,,,,,,,,,,,,899.9,0.0,2021
-74.975,49.823,CHAPAIS,7091299,QC,-12.2,0.0,,-1.4,0.0,-27.8,0.0,,,,,,,,,,,,936.7,0.0,2021
-74.528,49.772,CHIBOUGAMAU CHAPAIS A,7091409,QC,-12.6,0.0,,-2.0,0.0,-29.3,0.0,,,,2.5,0.0,,,1.0,,,,948.7,0.0,2021
-74.53,49.777,CHIBOUGAMAU-CHAPAIS,7091410,QC,-12.3,0.0,,-1.8,0.0,-28.7,0.0,,,,11.4,0.0,,52.0,4.0,,,,940.8,0.0,2021
-78.523,52.226,EASTMAIN RIVER A,7092310,QC,-12.4,1.0,,0.4,1.0,-28.4,1.0,,,,,,,,,,,,911.8,0.0,2021
-73.675,53.755,LA GRANDE 4 A,7093714,QC,-14.2,0.0,,-1.8,0.0,-37.0,0.0,,,,9.3,1.0,,,4.0,,,,998.6,0.0,2021
-77.704,53.625,LA GRANDE RIVIERE A,7093716,QC,-14.3,0.0,,-0.7,0.0,-30.2,0.0,13.6,0.0,,14.6,0.0,,50.0,7.0,,,,1001.7,0.0,2021
-73.679,53.757,LA GRANDE IV,7093GJ5,QC,-14.0,0.0,,-1.7,0.0,-36.9,0.0,,,,23.2,0.0,,32.0,6.0,,,,992.8,0.0,2021
-77.803,49.762,MATAGAMI A,7094636,QC,-12.3,0.0,,-0.8,0.0,-31.2,0.0,,,,11.1,0.0,,,2.0,,,,938.4,0.0,2021
-77.793,49.758,MATAGAMI,7094637,QC,-12.3,0.0,,-0.7,0.0,-30.4,0.0,,,,11.2,0.0,,62.0,3.0,,,,939.0,0.0,2021
-77.787,48.056,VAL-D'OR A,7098600,QC,,,,,,,,48.6,0.0,,24.2,0.0,,24.0,8.0,,,,,,2021
-77.786,48.056,VAL-D'OR,7098603,QC,-11.3,0.0,,0.1,0.0,-27.4,0.0,,,,13.4,0.0,,45.0,5.0,,,,908.7,0.0,2021
-77.783,48.053,VAL D'OR A,7098605,QC,-11.0,2.0,,0.5,2.0,-26.5,2.0,,,,1.8,2.0,,,1.0,,,,842.1,0.0,2021
-78.758,51.473,WASKAGANISH A,7098898,QC,-11.5,0.0,,0.2,0.0,-30.4,0.0,,,,,,,,,,,,915.8,0.0,2021
-78.831,53.011,WEMINDJI A,7098908,QC,-12.6,0.0,,0.1,0.0,-28.9,0.0,,,,,,,,,,,,948.8,0.0,2021
-78.283,48.8,LAC BERRY,709CEE9,QC,,,,0.0,0.0,-35.0,0.0,17.5,4.0,,17.5,4.0,,50.0,8.0,,,,,,2021
-78.149,60.819,AKULIVIK A,7100072,QC,-19.3,0.0,,-7.9,0.0,-30.7,0.0,,,,,,,,,,,,1157.2,0.0,2021
-78.077,58.472,INUKJUAK A,7103280,QC,-15.9,15.0,,-1.2,15.0,-31.1,15.0,,,,0.2,15.0,,,0.0,,,,543.1,0.0,2021
-77.925,62.417,IVUJIVIK A,7103329,QC,-16.7,0.0,,7.2,0.0,-27.1,0.0,,,,,,,,,,,,1075.9,0.0,2021
-77.765,55.282,KUUJJUARAPIK A,7103537,QC,-13.8,0.0,,0.3,0.0,-28.5,0.0,,,,3.2,0.0,,,1.0,,,,985.1,0.0,2021
-77.567,55.367,KUUJJUARAPIK,7103539,QC,-14.4,2.0,,0.6,2.0,-26.9,2.0,,,,20.0,2.0,,10.0,4.0,,,,940.7,0.0,2021
-77.288,60.052,PUVIRNITUQ A,7106223,QC,-20.1,0.0,,-2.5,0.0,-32.7,0.0,,,,1.3,1.0,,,0.0,,,,1181.3,0.0,2021
-76.518,56.536,UMIUJAQ A,7108564,QC,-15.1,0.0,,-0.9,0.0,-27.7,0.0,,,,,,,,,,,,1027.4,0.0,2021
-78.077,58.472,INUKJUAK,710S005,QC,-19.0,0.0,,-1.2,0.0,-31.8,0.0,,,,61.6,0.0,,45.0,18.0,,,,1146.3,0.0,2021
-69.6,59.297,AUPALUK A,7110601,QC,-15.5,0.0,,-2.3,0.0,-26.8,0.0,,,,,,,,,,,,1037.9,0.0,2021
-71.929,61.589,KANGIQSUJUAQ A,7113380,QC,-15.8,0.0,,-2.5,0.0,-24.6,0.0,,,,,,,,,,,,1047.5,0.0,2021
-69.999,60.027,KANGIRSUK A,7113384,QC,-16.0,10.0,,-2.5,10.0,-27.8,10.0,,,,,,,,,,,,714.3,0.0,2021
-65.993,58.711,KANGIQSUALUJJUAQ A,7113391,QC,-12.2,0.0,,2.3,0.0,-22.1,0.0,,,,,,,,,,,,935.2,0.0,2021
-68.422,58.089,KUUJJUAQ A,7113535,QC,-14.0,0.0,,-1.1,0.0,-26.3,0.0,35.8,0.0,,35.8,0.0,,30.0,8.0,,,,990.9,0.0,2021
-73.668,61.313,PARC NATIONAL DES PINGUALUIT,7115800,QC,-21.2,7.0,,-5.5,7.0,-34.8,7.0,,,,6.9,7.0,,20.0,2.0,,,,940.7,0.0,2021
-69.618,61.046,QUAQTAQ A,7116273,QC,-14.6,0.0,,0.0,0.0,-28.8,0.0,,,,,,,,,,,,1012.1,0.0,2021
-72.976,57.909,RIVIERE AUX FEUILLES,7116505,QC,-19.1,7.0,,-1.7,7.0,-36.0,7.0,,,,,,,5.0,,,,,890.6,0.0,2021
-75.67,62.179,SALLUIT,7117800,QC,-18.4,1.0,,-5.2,1.0,-28.9,1.0,,,,9.3,4.0,,2.0,4.0,,,,1091.0,0.0,2021
-75.667,62.179,SALLUIT A,7117802,QC,-18.4,0.0,,-5.3,0.0,-29.0,0.0,,,,,,,,,,,,1129.0,0.0,2021
-66.805,54.805,SCHEFFERVILLE A,7117823,QC,-14.3,0.0,,-4.0,0.0,-27.1,0.0,,,,3.6,0.0,,,2.0,,,,1001.2,0.0,2021
-66.804,54.803,SCHEFFERVILLE COTE-NORD,7117824,QC,-14.3,0.0,,-4.1,0.0,-27.0,0.0,,,,18.3,0.0,,27.0,4.0,,,,1000.8,0.0,2021
-69.956,58.668,TASIUJAQ A,7118366,QC,-15.4,0.0,,-1.8,0.0,-27.3,0.0,,,,,,,,,,,,1034.8,0.0,2021
-67.716,46.712,AROOSTOOK,8100300,NB,-7.0,0.0,5.6,2.0,0.0,-25.0,0.0,45.6,0.0,63.0,46.6,0.0,47.0,33.0,7.0,,,,774.6,0.0,2021
-64.833,47.802,BAS CARAQUET,8100467,NB,-4.8,0.0,,1.1,0.0,-18.2,0.0,,,,45.9,0.0,,27.0,8.0,,,,707.7,0.0,2021
-64.867,47.8,BAS CARAQUET,8100468,NB,,,,,,,,46.8,0.0,,53.2,0.0,,36.0,8.0,,,,,,2021
-65.739,47.63,BATHURST A,8100506,NB,-6.3,0.0,,2.5,0.0,-23.0,0.0,,,,21.9,0.0,,,8.0,,,,752.7,0.0,2021
-64.768,46.43,BOUCTOUCHE CDA CS,8100593,NB,-5.0,0.0,,3.9,0.0,-18.0,0.0,,,,55.0,0.0,,24.0,8.0,,,,713.2,0.0,2021
-66.334,47.99,CHARLO AUTO,8100885,NB,-6.4,0.0,,2.7,0.0,-20.7,0.0,,,,20.4,0.0,,21.0,5.0,,,,755.5,0.0,2021
-65.465,47.009,MIRAMICHI RCS,8100989,NB,-5.7,0.0,,2.3,0.0,-20.3,0.0,,,,50.3,0.0,,16.0,8.0,,,,735.1,0.0,2021
-66.01,46.585,DOAKTOWN AUTO RCS,8101201,NB,-5.2,0.0,,1.5,0.0,-19.7,0.0,,,,39.5,0.0,,17.0,5.0,,,,719.0,0.0,2021
-68.324,47.417,EDMUNDSTON,8101303,NB,-8.8,2.0,,1.4,2.0,-28.7,2.0,,,,20.9,2.0,,26.0,4.0,,,,776.2,0.0,2021
-66.537,45.869,FREDERICTON INTL A,8101505,NB,-5.0,0.0,,3.1,0.0,-19.7,0.0,,,,21.6,0.0,,,4.0,,,,711.7,0.0,2021
-66.609,45.92,FREDERICTON CDA CS,8101605,NB,-4.7,0.0,,2.3,0.0,-16.2,0.0,,,,38.4,0.0,,8.0,3.0,,,,703.1,0.0,2021
-64.95,45.6,FUNDY PARK (ALMA) CS,8101746,NB,-3.0,0.0,,4.8,0.0,-14.4,0.0,,,,49.4,0.0,,15.0,5.0,,,,650.6,0.0,2021
-66.45,45.839,GAGETOWN AWOS A,8101794,NB,-4.9,0.0,,3.0,0.0,-19.9,0.0,,,,18.5,7.0,,,4.0,,,,709.1,0.0,2021
-65.013,46.789,KOUCHIBOUGUAC,8102326,NB,-5.2,0.0,,2.5,0.0,-17.7,0.0,,,,47.5,0.0,,17.0,8.0,,,,720.1,0.0,2021
-66.899,45.954,MACTAQUAC PROV PARK,8102536,NB,-7.2,7.0,2.8,5.0,7.0,-25.0,7.0,35.0,7.0,,35.0,7.0,,,6.0,,,,605.5,0.0,2021
-64.494,48.009,MISCOU ISLAND (AUT),8103050,NB,-4.7,2.0,,1.2,2.0,-13.8,2.0,,,,17.9,2.0,,19.0,6.0,,,,657.5,0.0,2021
-64.679,46.112,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,8103201,NB,-4.9,0.0,,4.1,0.0,-16.0,0.0,45.4,0.0,,59.1,0.0,,14.0,8.0,,,,710.0,0.0,2021
-64.679,46.112,MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,8103202,NB,-4.9,0.0,,4.1,0.0,-16.0,0.0,,,,,,,,,,,,710.0,0.0,2021
-66.099,45.507,OAK POINT,8103780,NB,-4.0,0.0,,4.5,0.0,-19.0,0.0,30.2,0.0,,49.1,0.0,,4.0,2.0,,,,682.4,0.0,2021
