Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-114.371,51.105,CALGARY SPRINGBANK A,3031109,AB,17.5,2.0,,31.0,2.0,1.3,2.0,,,,37.7,2.0,,,6.0,,,,36.3,21.3,2022
-113.286,49.201,CARDSTON,3031322,AB,20.0,0.0,,32.8,0.0,5.1,0.0,,,,65.5,0.0,,,5.0,,,,12.1,73.4,2022
-113.376,49.001,CARWAY,3031402,AB,19.1,5.0,,32.5,5.0,6.6,5.0,,,,35.1,6.0,,,2.0,,,,17.2,46.6,2022
-113.35,50.282,CHAMPION AGDM,3031480,AB,19.3,11.0,,34.0,11.0,3.0,11.0,,,,34.1,12.0,,,2.0,,,,9.6,35.8,2022
-113.639,50.004,CLARESHOLM,3031640,AB,20.1,0.0,,34.8,0.0,3.8,0.0,,,,56.1,0.0,,,4.0,,,,11.8,76.7,2022
-114.222,51.076,COP UPPER,3031875,AB,19.8,0.0,,31.8,0.0,6.3,0.0,,,,50.3,0.0,,,5.0,,,,20.5,75.5,2022
-112.433,50.183,ENCHANT AGDM,3032422,AB,20.2,1.0,,33.9,1.0,6.9,1.0,,,,33.4,3.0,,,5.0,,,,8.3,74.3,2022
-112.033,49.8,FINCASTLE AGDM,3032550,AB,20.9,4.0,,35.5,4.0,4.7,4.0,,,,37.3,4.0,,,4.0,,,,7.8,86.4,2022
-111.486,49.483,FOREMOST AGDM,3032642,AB,21.1,1.0,,34.9,1.0,6.6,1.0,,,,28.0,7.0,,,4.0,,,,8.0,100.3,2022
-113.379,49.786,FORT MACLEOD AGCM,3032683,AB,20.0,3.0,,34.6,3.0,3.9,3.0,,,,132.7,3.0,,,4.0,,,,7.6,64.9,2022
-112.941,50.934,GLEICHEN AGCM,3032801,AB,19.7,0.0,,34.1,0.0,5.4,0.0,,,,49.3,3.0,,,3.0,,,,13.7,65.7,2022
-111.733,49.874,GRASSY LAKE,3032927,AB,21.4,1.0,,35.9,1.0,6.0,1.0,,,,17.9,8.0,,,4.0,,,,6.2,108.8,2022
-112.733,49.9,IRON SPRINGS AGDM,3033498,AB,21.6,26.0,,33.0,26.0,9.1,26.0,,,,6.5,27.0,,,1.0,,,,0.0,18.2,2022
-114.292,50.869,PRIDDIS OBSERVATORY,3033505,AB,19.1,3.0,,31.8,3.0,3.8,3.0,,,,44.8,3.0,,,5.0,,,,25.5,55.8,2022
-110.261,49.989,IRVINE AGCM,3033550,AB,22.9,3.0,,35.7,3.0,4.4,3.0,,,,12.1,3.0,,,2.0,,,,4.3,141.8,2022
-113.631,51.191,KEOMA AGCM,3033620,AB,18.7,2.0,,33.1,2.0,3.2,2.0,,,,22.8,4.0,,,4.0,,,,18.9,39.7,2022
-112.299,50.6,LATHOM AGCM,3033770,AB,20.2,0.0,,35.3,0.0,4.6,0.0,,,,16.4,19.0,,,2.0,,,,10.7,78.1,2022
-112.799,49.63,LETHBRIDGE,3033875,AB,20.5,4.0,,35.4,4.0,4.0,4.0,,,,58.6,3.0,,,7.0,,,,7.8,74.7,2022
-112.763,49.647,LETHBRIDGE AGTECH AGCM,3033877,AB,20.1,0.0,,34.6,0.0,4.0,0.0,,,,48.7,9.0,,,7.0,,,,9.7,76.0,2022
-112.768,49.695,LETHBRIDGE CDA,3033890,AB,21.4,1.0,,35.8,1.0,5.9,1.0,,,,,,,,,,,,6.4,107.4,2022
-112.783,49.7,LETHBRIDGE CDA 2,3033892,AB,,,,,,,,0.0,0.0,,38.6,0.0,,0.0,4.0,,,,,,2022
-112.75,49.683,LETHBRIDGE DEMO FARM AGDM,3033897,AB,20.3,17.0,,33.8,17.0,5.0,17.0,,,,0.4,20.0,,,0.0,,,,4.2,37.0,2022
-110.721,50.019,MEDICINE HAT,3034479,AB,22.5,0.0,,35.8,0.0,5.2,0.0,,,,7.6,0.0,,,1.0,,,,4.6,144.3,2022
-110.717,50.025,MEDICINE HAT RCS,3034485,AB,22.5,0.0,,35.7,0.0,5.4,0.0,,,,6.5,0.0,,,1.0,,,,5.4,145.6,2022
-113.349,50.673,MOSSLEIGH AGCM,3034577,AB,19.1,8.0,,34.0,8.0,1.5,8.0,,,,13.8,11.0,,,2.0,,,,14.1,39.3,2022
-114.099,51.369,NIER AGDM,3034795,AB,17.7,1.0,,32.1,1.0,4.3,1.0,,,,12.6,7.0,,,4.0,,,,37.0,29.4,2022
-113.997,49.521,PINCHER CREEK,3035198,AB,19.1,1.0,,32.7,1.0,3.3,1.0,,,,16.1,1.0,,,4.0,,,,16.5,49.7,2022
-114.005,49.522,PINCHER CREEK CLIMATE,3035208,AB,19.3,1.0,,32.7,1.0,3.7,1.0,,,,9.0,1.0,,,2.0,,,,15.7,54.9,2022
-112.983,50.606,QUEENSTOWN,3035340,AB,20.7,0.0,3.5,35.0,0.0,6.0,0.0,0.0,0.0,0.0,41.8,0.0,85.0,0.0,3.0,,,,7.4,90.2,2022
-112.117,50.367,RAINIER AGCM,3035355,AB,20.7,3.0,,35.5,3.0,4.9,3.0,,,,14.9,3.0,,,3.0,,,,8.7,83.6,2022
-111.213,50.099,RALSTON AGCM,3035362,AB,22.2,4.0,,35.6,4.0,6.8,4.0,,,,8.1,14.0,,,3.0,,,,5.6,119.3,2022
-112.683,49.483,RAYMOND AGDM,3035422,AB,20.2,4.0,,34.4,4.0,5.0,4.0,,,,16.7,13.0,,,4.0,,,,6.8,66.6,2022
-111.701,50.265,ROLLING HILLS AGCM,3035530,AB,20.6,5.0,,35.9,5.0,2.9,5.0,,,,8.6,14.0,,,2.0,,,,8.4,75.3,2022
-112.05,50.833,ROSEMARY AGDM,3035650,AB,19.7,7.0,,34.6,7.0,1.8,7.0,,,,7.9,12.0,,,2.0,,,,8.6,49.3,2022
-110.917,49.917,SEVEN PERSONS AGDM,3035845,AB,21.6,0.0,,34.9,0.0,5.4,0.0,,,,6.3,1.0,,,4.0,,,,9.1,119.4,2022
-110.215,50.732,SOCIAL PLAINS AGCM,3036040,AB,22.4,14.0,,36.0,14.0,5.1,14.0,,,,9.3,14.0,,,2.0,,,,7.1,82.4,2022
-112.982,51.228,STANDARD AGCM,3036086,AB,20.1,5.0,,34.0,5.0,6.3,5.0,,,,28.2,15.0,,,4.0,,,,13.3,67.5,2022
-113.883,50.183,STAVELY AAFC,3036099,AB,18.5,11.0,,31.3,11.0,6.2,11.0,,,,25.9,11.0,,,3.0,,,,22.7,33.5,2022
-113.283,51.033,STRATHMORE AGDM,3036205,AB,19.3,0.0,,32.6,0.0,6.3,0.0,,,,12.0,30.0,,,1.0,,,,16.6,58.3,2022
-112.124,49.792,TABER,3036360,AB,21.9,13.0,,35.5,9.0,5.5,9.0,0.0,9.0,,30.8,9.0,,0.0,4.0,,,,0.0,70.7,2022
-111.321,50.456,TIDE LAKE AGCM,3036485,AB,21.2,15.0,,35.6,15.0,3.2,15.0,,,,5.5,16.0,,,3.0,,,,5.6,56.6,2022
-112.133,50.05,VAUXHALL CDA CS,3036682,AB,20.7,0.0,,35.2,0.0,4.6,0.0,,,,,,,,,,,,8.7,93.9,2022
-112.117,49.5,WRENTHAM AGDM,3037675,AB,21.1,3.0,,34.4,3.0,6.5,3.0,,,,38.2,3.0,,,4.0,,,,6.8,93.5,2022
-113.961,50.729,OKOTOKS,303M9JM,AB,19.9,0.0,3.7,34.0,0.0,5.0,0.0,0.0,0.0,0.0,19.6,0.0,32.0,0.0,4.0,,,,16.3,73.9,2022
-112.788,49.871,PICTURE BUTTE WEST,303N1G3,AB,20.0,0.0,,35.5,0.0,5.0,0.0,0.0,0.0,,21.8,0.0,,0.0,5.0,,,,9.6,71.7,2022
-112.817,49.05,DEL BONITA AGDM,3042045,AB,19.3,0.0,,33.7,0.0,3.5,0.0,,,,36.0,2.0,,,4.0,,,,19.4,58.6,2022
-110.678,49.364,MANYBERRIES AGCM,3044203,AB,20.3,9.0,,34.1,9.0,3.6,9.0,,,,33.9,9.0,,,3.0,,,,11.1,61.3,2022
-111.652,49.137,MASINASIN AGDM,3044232,AB,21.7,3.0,,35.5,3.0,7.4,3.0,,,,16.1,4.0,,,4.0,,,,5.7,110.5,2022
-112.05,49.133,MILK RIVER,3044533,AB,20.9,3.0,,36.0,3.0,6.0,3.0,,,,12.3,3.0,,,3.0,,,,4.5,84.4,2022
-110.467,49.117,ONEFOUR CDA,3044923,AB,22.2,0.0,,35.9,0.0,5.9,0.0,,,,15.2,0.0,,,3.0,,,,7.0,138.1,2022
-111.126,49.225,PAKOWKI LAKE AGCM,3045000,AB,22.6,20.0,,35.2,20.0,9.7,20.0,,,,2.7,20.0,,,1.0,,,,2.3,53.3,2022
-111.025,49.029,PINHORN AGCM,3045100,AB,22.6,26.0,,34.0,26.0,9.5,26.0,,,,0.0,26.0,,,0.0,,,,0.0,23.2,2022
-112.16,49.283,WARNER AGCM,3046951,AB,21.0,4.0,,34.9,4.0,5.4,4.0,,,,6.6,7.0,,,3.0,,,,8.7,88.4,2022
-115.552,51.193,BANFF CS,3050519,AB,17.4,0.0,,32.7,0.0,1.4,0.0,,,,31.8,0.0,,,5.0,,,,46.2,26.4,2022
-114.175,49.468,BEAVER MINES,3050602,AB,18.4,0.0,,31.6,0.0,2.2,0.0,,,,25.8,0.0,,,5.0,,,,26.8,39.8,2022
-115.067,51.083,BOW VALLEY,3050778,AB,18.3,0.0,,33.3,0.0,0.5,0.0,,,,,,,,,,,,31.2,41.0,2022
-114.482,49.628,CROWSNEST,3051R4R,AB,16.5,0.0,,30.3,0.0,1.7,0.0,,,,23.6,0.0,,,6.0,,,,52.8,7.2,2022
-118.03,52.926,JASPER WARDEN,3053536,AB,17.4,0.0,,34.0,0.0,1.0,0.0,,,,47.4,0.0,,,7.0,,,,37.5,19.9,2022
-115.035,51.028,KANANASKIS,3053600,AB,17.5,0.0,3.7,31.5,0.0,1.5,0.0,0.0,0.0,0.0,41.6,0.0,59.0,0.0,6.0,,,,40.9,24.6,2022
-116.04,52.492,NORDEGG CS,3054843,AB,16.3,10.0,,29.9,10.0,2.1,10.0,,,,26.3,10.0,,,5.0,,,,43.6,7.3,2022
-114.416,50.368,PEKISKO,3055119,AB,17.0,8.0,,30.5,8.0,5.9,8.0,,,,87.6,10.0,,,6.0,,,,28.7,6.1,2022
-113.809,49.131,WATERTON PARK GATE,3056214,AB,18.4,10.0,,31.1,10.0,4.8,10.0,,,,18.4,14.0,,,4.0,,,,22.0,30.1,2022
-115.787,54.144,WHITECOURT A,3057376,AB,18.0,0.0,,30.8,0.0,5.7,0.0,,,,,,,,,,,,31.1,32.6,2022
-115.19,50.943,NAKISKA RIDGETOP,305MGFF,AB,12.5,1.0,,23.5,1.0,1.2,1.0,,,,,,,,,,,,165.1,0.3,2022
-113.382,54.635,ATHABASCA AGCM,3060330,AB,18.1,2.0,,30.6,2.0,5.7,2.0,,,,22.8,25.0,,,1.0,,,,31.0,34.5,2022
-112.825,54.782,ATMORE AGDM,3060406,AB,16.7,15.0,,30.5,15.0,3.9,15.0,,,,13.0,15.0,,,1.0,,,,26.5,6.1,2022
-114.448,54.095,BARRHEAD CS,3060535,AB,18.2,0.0,,31.4,0.0,4.6,0.0,,,,32.8,0.0,,,5.0,,,,27.2,33.4,2022
-117.867,53.35,BRULE BLACK CAT,3060903,AB,17.7,19.0,4.4,32.5,14.0,2.0,13.0,0.0,6.0,,37.6,6.0,,0.0,6.0,,,,11.9,7.7,2022
-114.678,54.131,CAMPSIE AUTO,3061201,AB,17.9,0.0,,32.1,0.0,2.2,0.0,,,,24.4,0.0,,,7.0,,,,30.5,26.7,2022
-115.894,53.623,CARROT CREEK,3061350,AB,16.9,1.0,,31.7,1.0,3.0,1.0,,,,59.9,1.0,,,8.0,,,,44.3,10.3,2022
-116.465,53.579,EDSON,3062239,AB,17.0,0.0,,30.2,0.0,2.4,0.0,,,,135.8,0.0,,,11.0,,,,48.8,18.5,2022
-116.453,53.58,EDSON CLIMATE,3062246,AB,17.0,0.0,,30.6,0.0,2.6,0.0,,,,136.3,0.0,,,11.0,,,,48.4,18.5,2022
-114.983,53.6,ENTWISTLE,3062451,AB,18.8,1.0,3.4,32.0,1.0,6.0,1.0,0.0,1.0,,105.0,1.0,,0.0,8.0,,,,22.0,47.0,2022
-115.062,53.614,EVANSBURG2 AGCM,3062476,AB,16.6,4.0,,30.7,4.0,1.6,4.0,,,,62.3,4.0,,,5.0,,,,48.3,10.5,2022
-114.769,54.41,FORT ASSINIBOINE AGCM,3062660,AB,17.8,4.0,,32.5,4.0,3.8,4.0,,,,40.5,9.0,,,6.0,,,,32.9,27.6,2022
-111.213,56.651,FORT MCMURRAY CS,3062696,AB,18.0,0.0,,31.7,0.0,4.1,0.0,,,,90.6,0.0,,,7.0,,,,39.3,39.1,2022
-111.223,56.653,FORT MCMURRAY A,3062697,AB,18.1,0.0,,31.9,0.0,4.2,0.0,,,,89.0,0.0,,,7.0,,,,38.3,42.5,2022
-118.447,53.795,HENDRICKSON CREEK,3063135,AB,12.9,0.0,,28.3,0.0,-2.4,0.0,,,,59.8,0.0,,1.0,10.0,,,,156.8,0.0,2022
-116.479,55.396,HIGH PRAIRIE AGDM,3063165,AB,17.7,4.0,,30.7,4.0,3.2,4.0,,,,51.8,18.0,,,5.0,,,,28.5,19.9,2022
-113.543,54.821,ISLAND LAKE SOUTH,3063600,AB,17.5,0.0,,30.4,0.0,6.3,0.0,,,,64.8,0.0,,,5.0,,,,37.7,21.3,2022
-112.981,54.563,KINIKINIK,3063640,AB,18.4,1.0,,30.7,1.0,3.2,1.0,,,,32.2,15.0,,,4.0,,,,33.0,46.0,2022
-112.024,54.769,LAC LA BICHE CLIMATE,3063686,AB,18.6,0.0,,30.6,0.0,7.3,0.0,,,,35.6,0.0,,,4.0,,,,23.3,40.8,2022
-111.559,57.041,MILDRED LAKE,3064528,AB,19.3,0.0,,32.7,0.0,7.0,0.0,,,,84.3,0.0,,,7.0,,,,23.7,63.7,2022
-113.321,54.964,PLEASANT VIEW,3065200,AB,17.8,1.0,,30.4,1.0,6.6,1.0,,,,82.0,1.0,,,5.0,,,,37.8,33.1,2022
-111.7,54.5,RICH LAKE AGDM,3065475,AB,16.6,8.0,,29.3,8.0,4.9,8.0,,,,58.1,8.0,,,6.0,,,,41.8,10.3,2022
-111.835,53.851,ISPAS,3065712,AB,18.1,14.0,,31.5,14.0,8.7,14.0,,,,46.5,14.0,,,6.0,,,,20.3,22.3,2022
-114.777,55.293,SLAVE LAKE,3065995,AB,18.0,0.0,,29.5,0.0,6.3,0.0,,,,101.0,0.0,,,6.0,,,,29.0,28.8,2022
-114.777,55.293,SLAVE LAKE RCS,3065997,AB,17.7,2.0,,29.5,2.0,6.1,2.0,,,,26.9,22.0,,,2.0,,,,32.8,22.8,2022
-113.52,54.3,TAWATINAW AGCM,3066367,AB,18.4,0.0,,31.1,0.0,5.7,0.0,,,,61.8,0.0,,,6.0,,,,31.8,42.9,2022
-118.348,53.386,WILLOW CREEK 1,306GE70,AB,13.6,3.0,,29.6,3.0,-2.1,3.0,,,,63.3,3.0,,,6.0,,,,122.2,0.0,2022
-117.236,55.577,BALLATER AGCM,3070495,AB,18.6,9.0,,32.3,9.0,6.5,9.0,,,,22.1,9.0,,,4.0,,,,19.2,31.3,2022
-119.396,55.197,BEAVERLODGE RCS,3070600,AB,18.1,0.0,,31.0,0.0,6.7,0.0,,,,26.0,0.0,,,3.0,,,,26.0,29.7,2022
-117.886,56.118,BROWNVALE AGCM,3070800,AB,18.1,0.0,,31.6,0.0,4.0,0.0,,,,49.9,1.0,,,4.0,,,,31.2,33.6,2022
-117.933,56.529,CLEAR HILLS AGCM,3071661,AB,17.8,13.0,,29.8,13.0,4.2,13.0,,,,9.1,19.0,,,1.0,,,,17.0,12.5,2022
-117.543,56.715,DEADWOOD AGCM,3071957,AB,18.3,2.0,,31.9,2.0,7.5,2.0,,,,56.3,2.0,,,6.0,,,,26.3,34.1,2022
-117.887,55.808,EAGLESHAM AGCM,3072151,AB,18.3,0.0,,31.6,0.0,4.8,0.0,,,,37.7,0.0,,,4.0,,,,25.8,35.7,2022
-110.439,58.981,EGG ISLAND,3072246,AB,18.4,5.0,,25.9,5.0,12.5,5.0,,,,,,,,,,,,15.2,24.5,2022
-118.439,56.081,FAIRVIEW AGDM,3072525,AB,18.2,6.0,,30.5,6.0,3.9,6.0,,,,23.9,7.0,,,5.0,,,,26.1,30.0,2022
-111.117,58.767,FORT CHIPEWYAN,3072655,AB,17.5,0.0,,31.4,0.0,3.3,0.0,,,,32.3,0.0,,,4.0,,,,50.2,35.7,2022
-111.117,58.767,FORT CHIPEWYAN RCS,3072659,AB,17.7,0.0,,32.0,0.0,3.6,0.0,,,,31.5,0.0,,,4.0,,,,44.9,37.0,2022
-116.04,58.382,FORT VERMILION,3072723,AB,18.1,0.0,,32.6,0.0,5.2,0.0,,,,15.8,0.0,,,3.0,,,,36.0,40.3,2022
-118.885,55.18,GRANDE PRAIRIE A,3072921,AB,18.4,0.0,,31.2,0.0,5.5,0.0,0.0,0.0,,27.2,0.0,,,5.0,,,,22.4,34.3,2022
-117.298,57.265,HAWK HILLS AGCM,3073071,AB,16.9,23.0,,27.0,23.0,6.8,23.0,,,,17.1,23.0,,,2.0,,,,11.9,3.2,2022
-117.165,58.622,HIGH LEVEL A,3073140,AB,17.8,4.0,,31.7,4.0,3.4,4.0,,,,4.6,4.0,,,1.0,,,,32.9,27.6,2022
-117.164,58.631,HIGH LEVEL,3073148,AB,16.2,0.0,,31.5,0.0,0.9,0.0,,,,6.2,0.0,,,2.0,,,,66.1,10.7,2022
-117.12,55.913,JEAN COTE AGCM,3073535,AB,18.0,5.0,,31.7,5.0,6.2,5.0,,,,62.6,5.0,,,6.0,,,,30.6,31.0,2022
-117.677,57.788,KEG RIVER AGCM,3073644,AB,17.2,2.0,,31.2,2.0,2.0,2.0,,,,68.2,12.0,,,5.0,,,,44.5,19.9,2022
-116.343,58.172,LA CRETE AGCM,3073730,AB,18.6,9.0,,31.9,9.0,6.3,9.0,,,,6.2,9.0,,,1.0,,,,18.0,32.1,2022
-119.255,55.422,LA GLACE AGCM,3073740,AB,17.5,8.0,,31.3,8.0,2.8,8.0,,,,25.1,16.0,,,3.0,,,,27.3,14.7,2022
-117.451,56.974,MANNING AGDM,3074190,AB,17.1,2.0,,29.9,2.0,3.7,2.0,,,,,,,,,,,,38.6,12.8,2022
-119.745,56.314,CLEARDALE AGDM,3074935,AB,18.3,0.0,,30.9,0.0,3.9,0.0,,,,33.0,2.0,,,6.0,,,,28.4,38.2,2022
-117.448,56.227,PEACE RIVER A,3075041,AB,17.9,0.0,,30.8,0.0,3.8,0.0,0.0,0.0,,63.5,0.0,,,5.0,,,,29.5,26.9,2022
-117.452,56.193,ROMA,3075043,AB,18.3,0.0,,31.5,0.0,4.8,0.0,,,,47.9,0.0,,,6.0,,,,25.8,34.2,2022
-118.293,55.621,PEORIA AGDM,3075160,AB,17.6,0.0,,31.8,0.0,2.5,0.0,,,,21.6,7.0,,,6.0,,,,35.8,24.4,2022
-115.278,56.552,RED EARTH,3075488,AB,17.9,1.0,,31.7,1.0,4.6,1.0,,,,85.0,1.0,,,11.0,,,,38.7,34.2,2022
-116.481,58.452,ROCKY LANE AGCM,3075550,AB,17.7,9.0,,32.5,9.0,2.1,9.0,,,,5.1,9.0,,,2.0,,,,30.7,25.1,2022
-118.668,55.777,RYCROFT AGCM,3075601,AB,18.4,7.0,,32.3,7.0,4.0,7.0,,,,12.8,7.0,,,3.0,,,,19.4,29.0,2022
-119.345,56.076,SAVANNA AGCM,3075770,AB,18.2,1.0,,31.6,1.0,0.0,1.0,,,,43.7,3.0,,,5.0,,,,27.2,32.9,2022
-111.997,58.853,SWEETGRASS LANDING,3076330,AB,,,,,,,,,,,37.5,3.0,,,6.0,,,,,,2022
-118.408,55.352,TEEPEE CREEK AGCM,3076366,AB,17.6,3.0,,31.9,3.0,3.1,3.0,,,,16.5,3.0,,,6.0,,,,27.7,17.3,2022
-116.848,58.021,TOMPKINS LANDING AGCM,3076530,AB,18.1,3.0,,31.2,3.0,5.5,3.0,,,,23.7,5.0,,,4.0,,,,34.2,37.5,2022
-117.199,55.098,VALLEYVIEW AGDM,3076680,AB,18.3,2.0,,31.0,2.0,6.3,2.0,,,,63.0,3.0,,,7.0,,,,28.3,35.6,2022
-110.283,54.417,COLD LAKE A,3081680,AB,19.1,0.0,3.0,30.7,0.0,7.9,0.0,0.0,0.0,0.0,28.7,0.0,51.0,,5.0,,,,18.0,53.1,2022
-110.868,54.367,DUPRE AGCM,3081690,AB,17.4,2.0,,31.9,2.0,4.9,2.0,,,,25.5,2.0,,,4.0,,,,35.4,18.8,2022
-104.71,50.201,BRATT'S LAKE CLIMATE,4010811,SK,18.9,1.0,,34.0,1.0,4.9,1.0,,,,31.0,1.0,,,4.0,,,,19.8,46.2,2022
-102.571,50.368,BROADVIEW,4010879,SK,18.6,1.0,1.7,32.0,1.0,4.7,1.0,,,,38.0,1.0,,,7.0,,,,24.9,42.5,2022
-105.383,50.55,BUFFALO POUND LAKE,4010984,SK,20.6,0.0,,36.0,0.0,4.5,0.0,0.0,0.0,,25.3,0.0,,0.0,3.0,,,,7.4,89.1,2022
-104.867,51.183,DUVAL,4012300,SK,19.9,0.0,1.8,34.0,0.0,7.0,0.0,0.0,0.0,,45.1,0.0,76.0,0.0,9.0,,,,12.0,72.0,2022
-102.966,49.21,ESTEVAN A,4012403,SK,19.8,1.0,,33.5,1.0,8.4,1.0,,,,52.4,2.0,,,5.0,,,,11.4,65.5,2022
-102.967,49.217,ESTEVAN,4012410,SK,19.9,0.0,,34.2,0.0,8.3,0.0,,,,51.5,0.0,,,5.0,,,,11.3,69.3,2022
-103.65,50.55,INDIAN HEAD CDA,4013480,SK,18.3,0.0,0.8,31.5,0.0,4.7,0.0,,,,45.9,0.0,90.0,,5.0,,,,27.5,36.0,2022
-103.753,51.257,KELLIHER,4013660,SK,19.1,0.0,2.1,32.5,0.0,7.5,0.0,0.0,0.0,,72.0,0.0,109.0,0.0,9.0,,,,17.3,51.7,2022
-102.733,50.2,KIPLING,4014040,SK,19.1,0.0,2.0,32.0,0.0,7.0,0.0,0.0,0.0,,24.2,0.0,40.0,0.0,6.0,,,,19.1,53.1,2022
-105.25,51.417,LAST MOUNTAIN CS,4014156,SK,19.9,1.0,2.3,34.6,1.0,4.3,1.0,,,,58.8,3.0,,,5.0,,,,16.1,71.6,2022
-104.633,52.0,LEROY,4014322,SK,19.1,0.0,1.9,33.0,0.0,5.0,0.0,0.0,0.0,,76.8,0.0,123.0,0.0,7.0,,,,18.0,52.4,2022
-103.889,51.152,LIPTON 2,4014481,SK,18.9,2.0,1.9,32.0,1.0,6.0,1.0,0.0,0.0,,49.4,0.0,76.0,0.0,7.0,,,,19.3,44.1,2022
-105.538,50.332,MOOSE JAW CS,4015322,SK,20.0,0.0,,35.6,0.0,5.0,0.0,,,,26.3,0.0,,,5.0,,,,13.3,76.4,2022
-105.0,52.333,MUENSTER,4015440,SK,18.6,0.0,1.6,31.0,0.0,5.0,0.0,0.0,0.0,,172.0,0.0,304.0,0.0,8.0,,,,22.5,42.0,2022
-102.117,49.317,OXBOW,4015800,SK,19.9,5.0,,33.5,5.0,6.5,5.0,0.0,5.0,,17.8,5.0,,0.0,4.0,,,,8.4,57.6,2022
-103.983,50.567,QU'APPELLE 1,4016322,SK,19.3,0.0,1.6,33.0,0.0,6.0,0.0,0.0,0.0,,45.8,0.0,79.0,0.0,6.0,,,,17.1,58.8,2022
-104.666,50.432,REGINA INTL A,4016566,SK,19.9,0.0,,34.2,0.0,3.8,0.0,,,,,,,,,,,,12.8,70.7,2022
-104.667,50.433,REGINA RCS,4016699,SK,19.8,0.0,,34.4,0.0,4.3,0.0,,,,18.9,0.0,,,7.0,,,,12.6,67.9,2022
-105.4,51.667,WATROUS EAST,4018642,SK,19.4,0.0,,34.8,0.0,5.0,0.0,,,,30.7,0.0,,,4.0,,,,16.4,59.3,2022
-104.183,49.817,YELLOW GRASS NORTH,4019041,SK,19.6,0.0,,35.2,0.0,6.9,0.0,,,,48.7,0.0,,,4.0,,,,14.4,65.3,2022
-102.464,51.265,YORKTON,4019073,SK,18.9,0.0,,31.6,0.0,7.1,0.0,,,,90.8,0.0,,,7.0,,,,17.4,45.2,2022
-102.462,51.265,YORKTON,4019075,SK,19.1,0.0,,31.6,0.0,7.3,0.0,,,,93.0,0.0,,,7.0,,,,15.3,48.6,2022
-104.2,51.767,WYNYARD (AUT),40190LN,SK,19.3,0.0,,32.4,0.0,6.7,0.0,,,,48.2,0.0,,,4.0,,,,16.6,57.3,2022
-103.8,49.7,WEYBURN,401HP5R,SK,20.1,1.0,,35.0,1.0,7.5,1.0,,,,45.2,1.0,,,5.0,,,,10.5,73.2,2022
-105.946,49.729,ASSINIBOIA AIRPORT,4020286,SK,20.5,0.0,,37.7,0.0,4.8,0.0,,,,8.7,0.0,,,2.0,,,,12.3,89.4,2022
-107.311,50.832,BEECHY,4020560,SK,21.1,0.0,2.7,37.0,0.0,3.0,0.0,0.0,0.0,,24.2,0.0,60.0,0.0,2.0,,,,9.2,105.7,2022
-106.583,51.133,ELBOW CS,4022359,SK,20.2,2.0,,35.5,2.0,5.8,2.0,,,,19.6,4.0,,,1.0,,,,10.4,74.0,2022
-107.15,50.95,LUCKY LAKE,4024714,SK,20.7,1.0,,36.7,1.0,4.4,1.0,,,,10.0,1.0,,,2.0,,,,10.9,92.5,2022
-109.466,49.903,MAPLE CREEK,4024919,SK,21.5,0.0,,35.5,0.0,1.9,0.0,,,,17.4,0.0,,,4.0,,,,10.1,117.3,2022
-107.263,51.154,ROCK POINT,4026847,SK,21.3,0.0,3.1,36.0,0.0,5.5,0.0,0.0,0.0,,19.2,0.0,52.0,0.0,3.0,,,,10.9,114.6,2022
-107.8,50.6,STEWART VALLEY,4027775,SK,21.3,17.0,3.3,36.0,17.0,8.0,17.0,0.0,17.0,,33.2,17.0,,0.0,2.0,,,,0.5,46.9,2022
-107.691,50.292,SWIFT CURRENT,4028038,SK,20.9,0.0,,36.0,0.0,3.4,0.0,,,,0.0,0.0,,,0.0,,,,10.7,99.8,2022
-107.733,50.267,SWIFT CURRENT CDA,4028060,SK,20.9,0.0,2.7,35.9,0.0,3.4,0.0,,,,6.7,1.0,,,2.0,,,,10.7,99.3,2022
-109.501,50.909,LEADER AIRPORT,402DAF0,SK,21.3,0.0,,36.5,0.0,1.6,0.0,,,,8.3,0.0,,,1.0,,,,10.4,111.6,2022
-105.483,49.05,CORONACH SPC,40318MN,SK,20.9,0.0,2.4,38.6,0.0,5.6,0.0,,,,7.5,0.0,24.0,,3.0,,,,10.9,99.8,2022
-109.514,49.641,CYPRESS HILLS PARK,4031999,SK,19.6,0.0,,31.4,0.0,2.8,0.0,,,,19.3,0.0,,,3.0,,,,20.8,69.7,2022
-108.989,49.438,EASTEND CYPRESS (AUT),4032322,SK,20.4,0.0,,33.8,0.0,4.8,0.0,,,,4.6,0.0,,,3.0,,,,16.9,92.7,2022
-107.024,49.099,MANKOTA,4034910,SK,20.7,2.0,2.3,37.4,2.0,5.3,2.0,,,,3.8,2.0,,,3.0,,,,8.1,87.5,2022
-105.979,49.168,ROCKGLEN (AUT),4036844,SK,21.4,0.0,,37.5,0.0,7.0,0.0,,,,6.5,0.0,,,1.0,,,,7.6,114.4,2022
-107.586,49.058,VAL MARIE SOUTHEAST,4038412,SK,20.9,0.0,,38.1,0.0,4.3,0.0,,,,15.9,0.0,,,4.0,,,,9.2,98.5,2022
